date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:13:02	116/116	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2001:13:02%20GMT	https://fnf.run3.io/robots.txt		(from )
19:13:02	3829/3829	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Nov%202021%2000:50:33%20GMT	https://fnf.run3.io/agoti/100/	C:/My%20Web%20Sites/agoti/fnf.run3.io/agoti/100/index.html	(from )
19:13:02	6624/6624	---M--	200	added ('OK')	image/png	etag:%2260d2d606-19e0%22	https://fnf.run3.io/agoti/100/favicon.png	C:/My%20Web%20Sites/agoti/fnf.run3.io/agoti/100/favicon.png	(from https://fnf.run3.io/agoti/100/)
19:13:02	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2001:13:03%20GMT	https://fnf.run3.io/agoti/100/assets/fonts/FridayNightFunkin-Regular.eot?	C:/My%20Web%20Sites/agoti/fnf.run3.io/agoti/100/assets/fonts/FridayNightFunkin-Regulard41d.eot	(from https://fnf.run3.io/agoti/100/)
19:13:02	11708/11708	---M--	200	added ('OK')	font/woff	etag:%2260d2d604-2dbc%22	https://fnf.run3.io/agoti/100/assets/fonts/FridayNightFunkin-Regular.woff	C:/My%20Web%20Sites/agoti/fnf.run3.io/agoti/100/assets/fonts/FridayNightFunkin-Regular.woff	(from https://fnf.run3.io/agoti/100/)
19:13:02	2337145/2337145	---MCZ	200	added ('OK')	application/javascript	etag:W/%22610657fa-23a979%22	https://fnf.run3.io/agoti/100/Funkin.js	C:/My%20Web%20Sites/agoti/fnf.run3.io/agoti/100/Funkin.js	(from https://fnf.run3.io/agoti/100/)
19:13:03	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2001:13:03%20GMT	https://fnf.run3.io/agoti/100/assets/fonts/FridayNightFunkin-Regular.ttf	C:/My%20Web%20Sites/agoti/fnf.run3.io/agoti/100/assets/fonts/FridayNightFunkin-Regular.ttf	(from https://fnf.run3.io/agoti/100/)
19:13:03	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2001:13:03%20GMT	https://fnf.run3.io/agoti/100/assets/fonts/FridayNightFunkin-Regular.svg	C:/My%20Web%20Sites/agoti/fnf.run3.io/agoti/100/assets/fonts/FridayNightFunkin-Regular.svg	(from https://fnf.run3.io/agoti/100/)
19:13:03	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2001:13:04%20GMT	https://fnf.run3.io/agoti/100/assets/fonts/p5hatty.eot?	C:/My%20Web%20Sites/agoti/fnf.run3.io/agoti/100/assets/fonts/p5hattyd41d.eot	(from https://fnf.run3.io/agoti/100/)
19:13:03	13220/13220	---M--	200	added ('OK')	font/woff	etag:%2260d2d604-33a4%22	https://fnf.run3.io/agoti/100/assets/fonts/p5hatty.woff	C:/My%20Web%20Sites/agoti/fnf.run3.io/agoti/100/assets/fonts/p5hatty.woff	(from https://fnf.run3.io/agoti/100/)
19:13:04	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2001:13:04%20GMT	https://fnf.run3.io/agoti/100/assets/fonts/p5hatty.ttf	C:/My%20Web%20Sites/agoti/fnf.run3.io/agoti/100/assets/fonts/p5hatty.ttf	(from https://fnf.run3.io/agoti/100/)
19:13:04	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2001:13:04%20GMT	https://fnf.run3.io/agoti/100/assets/fonts/p5hatty.svg	C:/My%20Web%20Sites/agoti/fnf.run3.io/agoti/100/assets/fonts/p5hatty.svg	(from https://fnf.run3.io/agoti/100/)
19:13:05	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2001:13:05%20GMT	https://fnf.run3.io/agoti/100/assets/fonts/pixel.eot?	C:/My%20Web%20Sites/agoti/fnf.run3.io/agoti/100/assets/fonts/pixeld41d.eot	(from https://fnf.run3.io/agoti/100/)
19:13:05	7156/7156	---M--	200	added ('OK')	font/woff	etag:%2260d2d604-1bf4%22	https://fnf.run3.io/agoti/100/assets/fonts/pixel.woff	C:/My%20Web%20Sites/agoti/fnf.run3.io/agoti/100/assets/fonts/pixel.woff	(from https://fnf.run3.io/agoti/100/)
19:13:05	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2001:13:05%20GMT	https://fnf.run3.io/agoti/100/assets/fonts/pixel.otf	C:/My%20Web%20Sites/agoti/fnf.run3.io/agoti/100/assets/fonts/pixel.otf	(from https://fnf.run3.io/agoti/100/)
19:13:05	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2001:13:06%20GMT	https://fnf.run3.io/agoti/100/assets/fonts/vcr.eot?	C:/My%20Web%20Sites/agoti/fnf.run3.io/agoti/100/assets/fonts/vcrd41d.eot	(from https://fnf.run3.io/agoti/100/)
19:13:07	25288/25288	---M--	200	added ('OK')	font/woff	etag:%2260d2d604-62c8%22	https://fnf.run3.io/agoti/100/assets/fonts/vcr.woff	C:/My%20Web%20Sites/agoti/fnf.run3.io/agoti/100/assets/fonts/vcr.woff	(from https://fnf.run3.io/agoti/100/)
19:13:07	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2001:13:07%20GMT	https://fnf.run3.io/agoti/100/assets/fonts/vcr.ttf	C:/My%20Web%20Sites/agoti/fnf.run3.io/agoti/100/assets/fonts/vcr.ttf	(from https://fnf.run3.io/agoti/100/)
19:13:07	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2001:13:08%20GMT	https://fnf.run3.io/agoti/100/assets/fonts/vcr.svg	C:/My%20Web%20Sites/agoti/fnf.run3.io/agoti/100/assets/fonts/vcr.svg	(from https://fnf.run3.io/agoti/100/)
19:13:08	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2001:13:09%20GMT	https://fnf.run3.io/agoti/100/flixel/fonts/nokiafc22.eot?	C:/My%20Web%20Sites/agoti/fnf.run3.io/agoti/100/flixel/fonts/nokiafc22d41d.eot	(from https://fnf.run3.io/agoti/100/)
19:13:08	4772/4772	---M--	200	added ('OK')	font/woff	etag:%2260d2d606-12a4%22	https://fnf.run3.io/agoti/100/flixel/fonts/nokiafc22.woff	C:/My%20Web%20Sites/agoti/fnf.run3.io/agoti/100/flixel/fonts/nokiafc22.woff	(from https://fnf.run3.io/agoti/100/)
19:13:09	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2001:13:09%20GMT	https://fnf.run3.io/agoti/100/flixel/fonts/nokiafc22.ttf	C:/My%20Web%20Sites/agoti/fnf.run3.io/agoti/100/flixel/fonts/nokiafc22.ttf	(from https://fnf.run3.io/agoti/100/)
19:13:09	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2001:13:09%20GMT	https://fnf.run3.io/agoti/100/flixel/fonts/nokiafc22.svg	C:/My%20Web%20Sites/agoti/fnf.run3.io/agoti/100/flixel/fonts/nokiafc22.svg	(from https://fnf.run3.io/agoti/100/)
19:13:10	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2001:13:10%20GMT	https://fnf.run3.io/agoti/100/flixel/fonts/monsterrat.eot?	C:/My%20Web%20Sites/agoti/fnf.run3.io/agoti/100/flixel/fonts/monsterratd41d.eot	(from https://fnf.run3.io/agoti/100/)
19:13:10	17484/17484	---M--	200	added ('OK')	font/woff	etag:%2260d2d606-444c%22	https://fnf.run3.io/agoti/100/flixel/fonts/monsterrat.woff	C:/My%20Web%20Sites/agoti/fnf.run3.io/agoti/100/flixel/fonts/monsterrat.woff	(from https://fnf.run3.io/agoti/100/)
19:13:17	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2001:13:18%20GMT	https://fnf.run3.io/agoti/100/flixel/fonts/monsterrat.ttf	C:/My%20Web%20Sites/agoti/fnf.run3.io/agoti/100/flixel/fonts/monsterrat.ttf	(from https://fnf.run3.io/agoti/100/)
19:13:18	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2001:13:18%20GMT	https://fnf.run3.io/agoti/100/flixel/fonts/monsterrat.svg	C:/My%20Web%20Sites/agoti/fnf.run3.io/agoti/100/flixel/fonts/monsterrat.svg	(from https://fnf.run3.io/agoti/100/)
19:13:18	136/136	---MCZ	200	added ('OK')	text/css	etag:W/%226181d83f-88%22	https://fnf.run3.io/assets/css.css	C:/My%20Web%20Sites/agoti/fnf.run3.io/assets/css.css	(from https://fnf.run3.io/agoti/100/)
19:13:35	2792/2792	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262378834-ae8%22	https://fnf.run3.io/assets/js.js	C:/My%20Web%20Sites/agoti/fnf.run3.io/assets/js.js	(from https://fnf.run3.io/agoti/100/)
